,title,company,location,count,summary,link,uniqueid
352,Business Data Scientist,"Red Hat, Inc.","Raleigh, NC",1,"            Develop analytical tools and data offerings using data mining, machine learning (ML), and statistical techniques. The following are considered a plus:",https://www.indeed.com/rc/clk?jk=5bda20ff2f987110&fccid=e24a60f01d1882d1&vjs=3,8e0ed80aa50aa6db73690a328abcd6ad
353,"Scientist, Data and Analytics Engineering - Data Science",Johnson & Johnson Family of Companies,"Titusville, NJ",1,"            Experience delivering on data science projects using predictive technologies, data mining and/or text mining of large clinical and scientific datasets is…",https://www.indeed.com/rc/clk?jk=56eaa14167fcab32&fccid=0bed8e17bc113980&vjs=3,8200388786addc76267267cbdb07b4e4
354,JUNIOR DATA SCIENTIST,Collins Aerospace,"Rockford, IL",1,"            Experience in data mining, data analysis, model building, statistical modeling, predictive analytics and machine learning algorithms.",https://www.indeed.com/rc/clk?jk=57ae240596d24827&fccid=3d30677097704d8f&vjs=3,372d51fc107f0374a8271a3c48a6e407
355,Data Scientist,Evalueserve,"Minneapolis-Saint Paul, MN",1,"            This approach enables us to design and manage processes that can generate and harness insights on a large scale, significantly cutting costs and timescales and…",https://www.indeed.com/company/Evalueserve/jobs/Data-Scientist-d6a6383d6668fb17?fccid=e47b99270f9cbc59&vjs=3,5f9f0e04b6d4041affa617933eee02fd
356,Data Scientist,Alion Science and Technology,"Adelphi, MD",1,"            We work across a myriad of domains including autonomous robotics, supervised and unsupervised deep learning, machine learning, artificial intelligence,…",https://www.indeed.com/rc/clk?jk=47d86cede8a1f489&fccid=1f295927bec6a974&vjs=3,93f76cf25fe96798445102e5e883d818
357,Data Scientist 2,Symphony Health Solutions,NA,1,"            Symphony Health Solutions, a wholly-owned subsidiary of PRA Health Sciences, is a leading provider of high-value data, analytics, technology solutions and…",https://www.indeed.com/rc/clk?jk=157a7b49f2fc8c51&fccid=8967910ad6ea433f&vjs=3,a1f6e592b14b0bc9b6f81b8961f401ad
358,CCB-Risk-Card Modeler/Data Scientist-Associate,JPMorgan Chase & Co.,"Wilmington, DE",1,"            Design, develop, and validate statistical and machine learning models for credit card risk and loss forecasting to support the largest credit card business in…",https://www.indeed.com/rc/clk?jk=db7e4e6f9eff612a&fccid=c46d0116f6e69eae&vjs=3,0a98200769c1944661bc6ca0d6b0f556
359,Senior Data Scientist,Entera,"New York, NY",1,"            Strong experience with Spark, SQL, R, and Python. As a Senior Data Scientist at Entera, you'll develop both batch and real-time processing capabilities and…",https://www.indeed.com/rc/clk?jk=c998d5d9de6af9d7&fccid=c8e07f37dc242ad2&vjs=3,436bbea5da79515b7db258daa9fa6220
360,Data Scientist,Novetta,"Herndon, VA",1,"            Implement, configure and test machine learning and deep learning libraries and platforms (e.g. Research experience in Machine Learning specific to Natural…",https://www.indeed.com/rc/clk?jk=184dc44e107f6bae&fccid=1d69e9a5b2cfbeca&vjs=3,9c30caf47a5675d57dbb7d965cce8a22
361,Data Scientist,First American,"Santa Ana, CA",1,"            Within an NLP problem able to design and implement all components of the solution starting from understanding the data set, document balance, cleansing, bag of…",https://www.indeed.com/rc/clk?jk=ff8726c000ef52bb&fccid=4ee8dde7f79849a9&vjs=3,fe58fda887118f5861118fa6ec77b38e
362,Data Scientist,rMark Bio,"Chicago, IL",1,"            We are product strategists, engineers, data scientists and designers who are experts in our domain and passionate about our mission to accelerate innovation,…",https://www.indeed.com/rc/clk?jk=d61652cb66687303&fccid=414f5842db00c32d&vjs=3,5e9afdd272c8cc117485c5ba5b132650
363,Data Scientist,BWX Technologies,"Oak Ridge, TN",1,"            Creates 3D visualizations from data, research, and code imagery in a machine and deep learning environment to overcome advanced manufacturing abnormalities.",https://www.indeed.com/rc/clk?jk=112299e23ea4a8cc&fccid=1cb1c97037cae2d8&vjs=3,f4c9d3053fb228710cbb1330e93b345b
364,"Real World Science, Data Scientist",AstraZeneca,"Cambridge, MD",1,            The ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings…,https://www.indeed.com/rc/clk?jk=caee73d1cffc1cf6&fccid=003656df63cede32&vjs=3,3bd3dcc2a4ed39470461f14d243331e5
365,DATA SCIENTIST,Spectric Labs,"Oak Hill, VA",1,"            Data mining methods, database structures, and analytic information extraction and visualization experience. Design and develop methods, processes, and systems…",https://www.indeed.com/rc/clk?jk=f543da499933236a&fccid=1389f4445fe853f1&vjs=3,5b27d2aca3f515fcfe4213c8b3951fd8
366,Data Scientist,"Guru Technologies, Inc.","Philadelphia, PA",1,"            You will collaborate with other Data Scientists, Architects, Product Managers and Engineers to prototype, implement and deploy machine learning models into our…",https://www.indeed.com/rc/clk?jk=4ed5208d607305a2&fccid=7cde61f6e4a36129&vjs=3,7fddc989e600ac7f97ebe0623fdaa955
367,Data Developer (Data Science),EXFO inc.,"Orlando, FL",1,"            EXFO develops smarter network test, monitoring and analytics solutions for the world’s leading telecommunications service providers, network equipment…",https://www.indeed.com/company/EXFO/jobs/Data-Developer-805ad5ec153cd650?fccid=5a352af63d9b0540&vjs=3,29af878020e6ffb56ccdbd5623c63866
368,Data Scientist – Predictive & Prescriptive Analytics,Verizon,"Alpharetta, GA",1,"            We're proud to be an equal opportunity employer- and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender…",https://www.indeed.com/rc/clk?jk=d404ca0a39b399ef&fccid=f7029f63fe5c906e&vjs=3,42dec308a349505dbf9d19bdb3e9f8ce
369,Data Scientist,Macro Solutions,"Baltimore, MD",1,"            We are looking for a passionate data scientist to work in a fast paced, challenging and innovative environment to build out the next generation data analytics…",https://www.indeed.com/rc/clk?jk=7d92ac03ae40fbbb&fccid=a339c3b2f1d78527&vjs=3,b3a9ebffc8e87a75f8397b5868cb0576
370,Data Scientist,Wish,"Seattle, WA",1,"            Apply machine learning techniques to improve Wish’s product and operation. Statistics, machine learning, optimization, and economics.",https://www.indeed.com/rc/clk?jk=a5d6fa3b7ff1023b&fccid=617690ce838507f3&vjs=3,53fd323c06539b2c64f69a9a5ce6b07c
371,Associate Data Scientist,Ascensus,"Newton, MA",1,"            Work closely with subject matter experts to translate manual data analysis into automated analytics, resulting in faster more meaningful data extraction for…",https://www.indeed.com/rc/clk?jk=47561b7fafbd7dda&fccid=17207abe925a4313&vjs=3,915307a544ac4bf1a68c5d7e8b19f6e2
372,Data Scientist,Ephesoft Inc.,"Boise, ID",1,"            Experience with the application of data science and advanced data analytics, including structured, unstructured, or relational data mining and machine learning…",https://www.indeed.com/company/Ephesoft/jobs/Data-Scientist-1b55dfa33a312919?fccid=615caab11c34b818&vjs=3,1569f24e2f5bd03163238951d0345e03
373,Data Scientist/Architect,Serry Systems,"Arlington, VA",1,"            Provide subject matter expertise and advisory on data architecture, data management, and business intelligence. Support R and/or Python Scripting efforts.",https://www.indeed.com/rc/clk?jk=9187bd285bce4cb2&fccid=6f490438898642b2&vjs=3,deb8aa5cb58903cb77b502782c678bc6
374,DATA SCIENTIST,Romph & Pou Agency,"Shreveport, LA",1,"            Solid understanding of a variety of machine learning techniques, such as: ROMPH & POU is not a typical Advertising & Marketing Agency.",https://www.indeed.com/rc/clk?jk=971a316499ccfc72&fccid=d49acb145db6d758&vjs=3,65843f5b99970203d78d2a8ce23727ba
375,Senior Data Scientist,Shipbob Inc,"Chicago, IL",1,"            Responsibilities also include helping with project ideation, pipeline management, and mentoring other data scientists. Logistics is a complicated business.",https://www.indeed.com/rc/clk?jk=0da0352bee29e672&fccid=b7693a814af8c2ec&vjs=3,a6bab2edca86db3eb9ad11da91e7d459
376,Data Scientist,NextGen Healthcare,"Rochester, NY",1,"            Responsible for identifying and implementing data investigation protocols as well as manipulating data, identify8ing visualization and data modeling techniques…",https://www.indeed.com/rc/clk?jk=eb9c728f59d0e70c&fccid=d4be1913596002a5&vjs=3,1fbe9b8310aa89491ba8fab2ef0b4dd4
377,"Data Scientist/Quantitative Social Scientist, Mid",Booz Allen Hamilton,"Alexandria, VA",1,"            You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and…",https://www.indeed.com/rc/clk?jk=ad68b8d681320f11&fccid=4e041af1d0af1bc8&vjs=3,714d3f58385ecc9e51f8176c9c8ef0b9
378,GMP Analytical Data Review Scientist (Pharmaceuticals),Cambrex Corporation,"High Point, NC",1,"            Please send all resumes to: Our competitive salary and benefits package includes 401K, dental insurance, medical insurance, disability benefits, life insurance,…",https://www.indeed.com/rc/clk?jk=c8221472c2db6ad5&fccid=b82bfa55e627200a&vjs=3,dc49a213f0a1688b7895bd81fef13720
379,Data Scientist,"Accolite, Inc.","Plano, TX",1,            Machine learning knowledge a plus. 2+ years experience as data scientist or similar analytics professional role. Experience with Linux operating systems.,https://www.indeed.com/rc/clk?jk=231f6807e11da902&fccid=e1951f74f473b3be&vjs=3,8e7ef78c64678cfee094e5a73eac4396
380,Data Scientist,Spry Health,"Palo Alto, CA",1,"            Its easy-to-use wearable device is the first to deliver predictive health insights by creating continuous, industry-standard vital sign monitoring.",https://www.indeed.com/rc/clk?jk=cca66786a20e3576&fccid=954ec31c08d7d711&vjs=3,87dd72c0431402cedfc0eec1251e6586
381,Jr Data Scientist,HMS,"Irving, TX",1,"            The successful candidate will have 1-2 years of experience in working with big data, have an interest in data wrangling and analytical modeling, and a desire to…",https://www.indeed.com/rc/clk?jk=4d5c9adca90c867e&fccid=55f1bec069a8fd57&vjs=3,5ded75ac2bde62926bf841b09712af3b
382,Data Scientist,Gates Corporation,"Denver, CO",1,            Data scientists work directly with the Chief Marketing Officer to define and deliver projects. Our Denver office is seeking to hire a passionate Data Scientist…,https://www.indeed.com/rc/clk?jk=6e3926655e10a965&fccid=a12996b2625d253a&vjs=3,31536d2c2e9efbb6448ed5c3d045bc1f
383,Data Scientist,Cigna,NA,1,"            As a Data Scientist in SOBI&A you will work closely with other team members and business stakeholders to apply machine learning, deep learning, NLP and other…",https://www.indeed.com/rc/clk?jk=d05d67df757cee49&fccid=afbf8c270610a38a&vjs=3,32fa58c778e8fe11705f66e81252aaea
384,Data Scientist,"Under Armour, Inc.","Austin, TX",1,"            Demonstrated coding proficiency with Python (3x), R, SQL. Ideally, some experience using cloud /web services such as AWS, Adobe Target, SalesForce Einstein,…",https://www.indeed.com/rc/clk?jk=08875ded22a9aebe&fccid=f5d526c81b4033de&vjs=3,c27c9f63e6e39bcde5936612e8c1ff06
385,Data Scientist,SAS Institute,"Cary, NC",1,            Experience implementing analytical solutions in SAS Viya using SAS Visual Forecasting and/or Visual Data Mining and Machine Learning.,https://www.indeed.com/rc/clk?jk=da99221f19f5943a&fccid=068cc3667458485a&vjs=3,4b41de8df3a838142d24f55d8378c59b
386,"Data Scientist, Infrastructure Strategy Intern",Facebook,"Boston, MA",1,"            Leverage tools like R, Python, Hadoop & SQL to drive efficient analytics. Build and maintain data driven optimization models, experiments, forecasting…",https://www.indeed.com/rc/clk?jk=b36c081e42dc6dfb&fccid=1639254ea84748b5&vjs=3,90f0be51ab2eb252eda20d660b163c84
387,Data Scientist,Virginia Tech Applied Research Corporation,"Arlington, VA",1,"            Primary responsibilities include collecting, processing, and analyzing data and applying natural language processing, modelling and simulation, and machine…",https://www.indeed.com/rc/clk?jk=a1792f92d5394399&fccid=838875e9df57e8c2&vjs=3,d830461f76fa6bd752c7f8bbe72fe4c4
388,Data Scientist,Options Clearing Corporation,"Chicago, IL",1,"            Perform data mining using state-of-the-art methods including selecting features, building and optimizing classifiers using machine learning techniques, and…",https://www.indeed.com/rc/clk?jk=c2578ecf9e3d014d&fccid=70e16765341fb198&vjs=3,25cd5f44c2a1d87823fc009be4adcd3f
389,Data Scientist,Grid Dynamics,"Atlanta, GA",1,"            Strong skills in a machine and/or deep learning algorithms, data cleaning, feature extraction, and generation. Collecting, analysis and clean up data.",https://www.indeed.com/rc/clk?jk=3ae57017ae0fde70&fccid=9e6cc9e51c2613ab&vjs=3,d0406bad9495ee0e9ebed82ff168c3b1
390,Data Scientist,"EDO, Inc.","New York, NY",1,            We are a team of world-class engineers and data scientists backed by top leaders in entertainment and technology. Early-stage equity and competitive salary.,https://www.indeed.com/rc/clk?jk=5e26b2587b93556b&fccid=7f6488b2f0082baa&vjs=3,15bcfcdb4388cb2a9766ce7e7ca92dda
391,Data Scientist,GOAT,"Los Angeles, CA",1,            Proficiency in statistical analytics and machine learning algorithms. Build machine learning models driving predictive APIs. In this role you will:,https://www.indeed.com/rc/clk?jk=f6576c3ba5851dbb&fccid=b927576e1f417be2&vjs=3,274552a279c59dbd9180fcda83776bce
392,Full Time Opportunities for PhD Students or Recent Graduates...,Microsoft,"Redmond, WA",1,            We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,https://www.indeed.com/rc/clk?jk=75f326050b1b7c10&fccid=734cb5a01ee60f80&vjs=3,f3a67be5bfea32e7a6432fcfcfa7d057
393,Data Scientist,Asics Digital,"Boston, MA",1,            Build algorithms applying statistical and machine learning techniques to customize user experiences and support decision-making processes.,https://www.indeed.com/rc/clk?jk=e1b789a08bcd354b&fccid=caeda5ad09a34584&vjs=3,8152e086ee1f147fab97a6de90215fe6
394,Intern - Data Scientist,ATPCO,"Dulles, VA",1,            You will be using the latest in computing and machine learning technologies to help people all over the world buy airline tickets.,https://www.indeed.com/rc/clk?jk=9541e68fe85f5bc2&fccid=9e48d5b13497d679&vjs=3,fb13ffdbcc183d357140f841429d4bcd
395,Data Scientist,LOCKHEED MARTIN CORPORATION,"Cape Canaveral, FL",1,"            This Enterprise IT Data Scientist Analyst Sr Staff position is part of the Space IT organization, supporting Space Business Area and working closely with the…",https://www.indeed.com/rc/clk?jk=c8432f8d3e894083&fccid=aeb15e43a6800b9d&vjs=3,ab717dca085dfe002fc6b9c5d204fc4b
396,"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",1,"            3 -5 years of experience in advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis survey design and…",https://www.indeed.com/rc/clk?jk=991039b717520ea1&fccid=8e4ade64e8feb2ea&vjs=3,f27cbbaad38b54434da3da33c6a3fc11
397,Data Scientist,ANALYTOS,NA,1,"            » Experience with any of Deep Learning, Distributed RF, Generalized Linear Model,K-Mean and naive Bayes. For applying for these positions email your resume on…",https://www.indeed.com/rc/clk?jk=ac3c0ab4117f31e4&fccid=9a4f13cfc6042a6a&vjs=3,417f8d1da0dba41e1bb2118878006d68
398,Associate Data Scientist,Macy's,"New York, NY",1,"            (preferred) in relevant technical field such as Applied Mathematics, Computer Science, Engineering, Physics, or Economics. Perform other duties as assigned.",https://www.indeed.com/rc/clk?jk=126152117b65ee20&fccid=6df24d87c9f05a07&vjs=3,0aa7f8824253bb08862e01759b76ad05
399,Data Scientist,Pacific Life,"Newport Beach, CA",1,"            Competitive salary and bonus program • Medical, dental, and vision as part our commitment in investing in the health and wellbeing of our employees • Two…",https://www.indeed.com/rc/clk?jk=0f1e790a2dea9f0a&fccid=97bfb79867bd9b23&vjs=3,60431e7706d4a6de293fae4f605ae8c2
400,"Data Scientist, Forecasting",Spotify,"New York, NY",1,"            Minimum 3 (5+ preferred) years of relevant experience, particularly in forecasting time series using Python, SQL, Scala, and/or R.",https://www.indeed.com/rc/clk?jk=41922d3ad138c2db&fccid=fe404d18bb9eef1e&vjs=3,b4170481b97a261867589d61cf8b18c3
401,Data Scientist,"Pyramid Systems, Inc.","Fairfax, VA",1,"            Deep hands-on knowledge and practical experience developing and operationalizing machine learning models. Develop, test and deploy Machine Learning (ML) models…",https://www.indeed.com/rc/clk?jk=2ef5dfd6e1104d94&fccid=712bad24a9fb5c54&vjs=3,81f0ccc604191836f4a7cfaf8506872d
402,Artificial Intelligence Summer Institute (AISI) - Summer 202...,Site 1001,"Oak Ridge, TN",1,            The Artificial Intelligence Summer Institute (AISI) will collaborate with Oak Ridge National Laboratory (ORNL) scientists on solving problems of national and…,https://www.indeed.com/rc/clk?jk=848ae575edc0917a&fccid=9ee66ada40315e6d&vjs=3,1a8a810235e4e86aa1be9e9c565858ce
403,Data Scientist & Machine Learning Engineer,First American,"San Clemente, CA",1,"            Site 1001 is building a large-scale data and analytics platform for smart buildings and cities of the future, using bleeding-edge technologies in such spaces as…",https://www.indeed.com/company/Site-1001/jobs/Data-Scientist-Machine-Learning-Engineer-513aa529c2843cc0?fccid=f5cabd39397b242c&vjs=3,cf8b21a1d2b40bc11c90a93ce543bf31
404,Senior Data Scientist,Microsoft,"Washington, DC",1,"            A deep understanding of the mathematical fundamentals of machine learning and statistics, with an emphasis on non-parametric, non-linear methods (e.g., random…",https://www.indeed.com/rc/clk?jk=f664dc4d6e527319&fccid=e198e2c44e180800&vjs=3,70511a9b628eeab217cd204113fe9aea
405,Data & Applied Scientist,Systems Planning and Analysis,"Redmond, WA",1,"            5+years of experience of data science, machine learning and statistics. 3+ years Experience with statistical programming in R, Python.",https://www.indeed.com/rc/clk?jk=7c53d58c85acd4d4&fccid=734cb5a01ee60f80&vjs=3,49793443be78448df382bb819a59cb4f
406,Data Scientist,Lat. Inc.,"Alexandria, VA",1,            Professional experience with scientific programming and mathematical modeling. Ability to work well with other technical and scientific professionals in a…,https://www.indeed.com/rc/clk?jk=ab0276556e567b7c&fccid=ccfce62820936877&vjs=3,cc275c6eca27c6feedc5c65cbab85ef2
407,Data Scientist,"SemanticBits, LLC","Jersey City, NJ",1,"            Our team is made up of experienced data warehouse analysts and developers, project managers, and business analysts working on projects involving data analysis,…",https://www.indeed.com/rc/clk?jk=f0b58acd16080cd1&fccid=f12be556856430b8&vjs=3,7a64f8fb917523630b09e3479bdb17aa
408,Data Scientist-Remote,red violet,"Herndon, VA",1,"            Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwoTVXmvIxGn6qqN8fhu-8_PwIjoy06huyGlwBHtnVAvNVG0MhxqMw49KRZxlF0J87YkK7Rf8JzZucY7bEMfF1NUF8-5PDw0nh3R73vJrkTujauUB77cJuzlhB9Zwf7JlC5_Xfl55ROhP89rjhztN-BI3eP2LYhoECZBMXbZfA-9oWUhE0-XiyLmR-wUXcDNUsLshTht8G0aGXveGD3Q7JJ3LqUHqPbzNRr-CZc0hda8nHnx47KgzwWx86uKTQFBV_3FuOCyOa9-FuPMMQDxVpSeQ3aGol2FmFNrCIjQe63tW6rPoPHof_IoYu4bNL9azopcalFd1IyyvX_gCdISBhWLmlZ1G9qvQ1GMeYP15xDqhfrmsNr4vLaRCA6ylh1SgDjhzqmJHPHQW&p=10&fvj=1&vjs=3,197eaaa833e2d823d2ad9c81e2e741ec
409,Data Scientist,Jar House,"Seattle, WA",1,"            Degree in Computer Science, Machine Learning, Math, Statistics, Physics, or related field. Experience working with large data sets for data mining, analytics,…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw7IZODvRTZYzYpHVHP6PZtVPCAxEMe5-VnKVAxg-L-Zxcl0xVmBpAk_JhjVfGnPgg7JJi-W5BXBwWahcvhkkSN9lk_K2eudnLHaOFvhl2Y3Ol85V-jIUGwtAtwgE5SOBWZ1_vdeZ2ZWCer76n8uqeqQ18MaQjfgp02HxNllUBBRvOiIeT6RuZfwxPUxFYZqx2tdkpgpyp_B4ghV1rY3utBJMhygph8HPuth-qDmpMcrNiSBHO1bZaIxvwN0o84LxPOMkOqC9djqpBedQT7ohXJoLbTO2Nmjm6qqY3kIyzaaHrJ9ObVBAU8qUBkY-n7vL8DXUY4HGA4mpT1qdvyWVyE66d1yMXz-dFgC_Fs0QUxh-YcQPmjc44dotTVtiLWS-Lno6Op04_O43Y5aVStSJCxOtyACz-imOIFyu_YOLIxA==&p=11&fvj=1&vjs=3,4569dfc34700848f93b57fbcc49a6792
410,Data Scientist,Echo Global Logistics,"Atlanta, GA",1,            F i n e r P r i n t: Experience in developing and evaluating machine learning models. Health Benefits- We have you covered from your head to your toes with…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AE8bVi0RtR35Rvy-vaXsqBXG7RFkZayexUxYBuZyDr4dj-DfHO8HeIoQz78pwGGT1tpXjGYNMtwqsfT8NBs4dWfhDsvCXqZ-uQw5VkmP5uCqk2fLYm6odC8q-QIskOInFzG6osjHxFI49d0WSh3SPnrGgOYIYm1GCVVegNKe_VuivjWOitKp6dnMatRqir47peOkCPzEgsQNIdQIQSm9rXRcRnaSO1jc4gAc-kdudGmcEUZumGhMTTD8kiOu3tZgeMhF-mDRS2c_-F6PIq8iFQA40KsVJNMLjzErzzlcc6wdwpX_Ye6Jfv7ULjyA1NNCYRkcMRePBOSmJQbvyngm1r1BtqWZ1PnVQU1WSujzdoDYeHQua224PHkwjAww5X9Z4o0Ty8AU00UzeY9YD2FjoJ_aGP5epM0SXmHwRpRJ8LyiAxtp8TE759QJxZkDRpgliqWQeQM6fS3_5-F7bBuSzkCaY9Rvm3el6Xo0XSkBodxTIP0ycFfEHtsgnhLSoavMQ=&p=12&fvj=0&vjs=3,faeb5151031f5981b3162c10a2775ee8
411,Data Scientist,Capital Lighting Fixture Company,"Chicago, IL",1,"            The Data Scientist will work extensively with RDBMS and NoSQL graphs to wrangle operational data, then leverage those data via machine learning, predictive…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BTjlGj5JvLfH__h7ZRGeXDIcGXy_3l5WUsOynPPMXwbyyfwjCE-JkprBafoeNqBCVZcrou8Xb9n27ivxJiqwPLuoFpRxIlIzoe_mqh9hZ8kE3y-rnmlNU2YG7U7dYIz5ZCBmlAxmx34tii82lQFZ_ggOMUqV3i25VamaO0oG4_CEwh-1XjQi8XQiv7Z2RsTQbV5Bw01hCjE6IdledgYQbP8Se7kyFT4XMv74LHRpq9UbZQ0grqKNzHGZMn3Yd4zgbGGk1tEQ1u4VpumRKYW-OSVn2kfinhZqop3J0rGZhrvf6Vh45L5xvLgRPtCBnQlOxnH0BTP5pNzjZpsFn5FwRLYmjY9bOewQT3MNkXR5Cply9qSakDJhSvADU9fdYIYY8=&p=13&fvj=0&vjs=3,e61db656eaef401f0ea1ed09a27af818
412,Data Scientist,"Pyramid Systems, Inc.","Morrisville, NC",1,            Data Scientist – Machine Learning & Real-Time Decision Processing. Building new products with applied AI and bring them to market. On any given day you’ll be….,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2Mcs0HBTxU74zD7uAuWUoQOlTOnyOTdDT5zjerrOGGTQmkS8pP6Vct9GvPXz5rorBblZDWKr2xrmEDLrBQZgFVldDN6JU5D0ZFb0-Q73AAZhNzECKg-Jf5rc0ELqWyrUNQRulu16eJAWfgVPj-6eiso0VPL0AgvpwhuDUGsIhP-ijEqPMyGLo1k9fgezsRXIk5-AAu4XYmIRDjHOZDEjdvVhxb9zvPojCyGtgHtasmKb6tw23opouXD5DM3qXN3USgxNztBxKSEFx4jLSJ88K6x1IlLO8yMddK9OKKZETRy7E4di-RdOruDkE8HUhlE3fqatXVeZ52RNOvTcY-FyRP2vhQfkvxTQcH-09WcxFUTiIYCEPtsmG3mQ7At1f4Lt0qGeZgj_QAY0aJJSTbvFj2bLDQFzYgkIIWFOwEek7bcPTpMV67K6vEEhu83sFEN7hVCqMJhmPL__&p=17&fvj=0&vjs=3,9c21b54960cfa426fff6d501eff2968a
413,Social Data Scientist,Booz Allen,"Washington, DC",1,"            You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and…",https://www.indeed.com/company/Booz-Allen-Hamilton/jobs/Social-Data-Scientist-a7e979951fc24bdf?fccid=4e041af1d0af1bc8&vjs=3,dcdd7afcfc77b118d90a2ac5eab58a68
414,Associate Data Scientist,Collins Aerospace,"Westford, MA",1,"            A place where we will challenge ourselves, our teams, and the status quo and where we will work to find a way – the right way – to achieve what others can only…",https://www.indeed.com/rc/clk?jk=fccc00ed5833b4ec&fccid=3d30677097704d8f&vjs=3,96e0a8c9a55c7f552953f939065af345
415,Data Scientist,Avalere Health LLC,"Washington, DC",1,"            All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected…",https://www.indeed.com/rc/clk?jk=6e1dc0757299629d&fccid=841032d4260c4b3d&vjs=3,72bc140844afd67373ed0d0d9259cb6d
416,Senior Data Analyst,"The Steritech Group, Inc.","Charlotte, NC",1,            Must have a Bachelor’s Degree in data science or a related field or three years progressive experience in a data analysis role. Developing the reports in Qlik.,https://www.indeed.com/rc/clk?jk=fa19351fa8a73eb2&fccid=551764edf0879233&vjs=3,906a6b4f0e3c263407540fdf9dd94dfb
417,Data Scientist,AWM SMART SHELF,NA,1,            We are looking for someone with strong skills in data analysis related to the retail industry and who also possesses a familiarity with software development as…,https://www.indeed.com/rc/clk?jk=98b0cfa7f19eee77&fccid=37bcccd53c18cc07&vjs=3,e98120eae96b4d97c93224012c03664f
418,"Lead Data Scientist, Education Programs","Amazon Web Services, Inc.","Washington, DC",1,"            In this role, you will make the best of your skill set in predictive modeling, recommendation modeling, supervised learning, machine learning, and simulation to…",https://www.indeed.com/rc/clk?jk=560da7ab9b18e8bf&fccid=fe2d21eef233e94a&vjs=3,1927525637d60dd3dd96575d5d68758f
419,Data Scientist,Branch International,"San Francisco, CA",1,"            Customer Service - Using machine learning, automate customer service interactions and provide context to our customer service team.",https://www.indeed.com/rc/clk?jk=e9a2a756204da414&fccid=693e4534a328a646&vjs=3,bc66b06d25c8dff5ae40b15b21158d52
420,"Data Scientist, Zillow Offers",Zillow Group,"Seattle, WA",1,            You will serve as a mentor to other Data Scientists on the team and Analysts across the company by leading learning academies and serving as an available…,https://www.indeed.com/rc/clk?jk=7f6b28670bfcbd0e&fccid=913e1b259c8d65e2&vjs=3,679d2935a95bb15e93af331f67069cb3
421,Jr. Data Scientist,Money Map Press,"Baltimore, MD",1,"            Excellent coordination skills, able to manage multiple projects and meet deadlines. Work with Data Architect to customize BI solution to drive revenue gains and…",https://www.indeed.com/rc/clk?jk=af465070aa37e689&fccid=0d8b6be065f3670d&vjs=3,0cda4e0f46f10478ed96dafa82b404e5
422,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",1,            R Studio and Python scripting is a plus. Must be able to write SQL queries and must have experience with data extraction. This is not a remote position.,https://www.indeed.com/rc/clk?jk=f3196a8bc16ce8ee&fccid=fd3bad61fc50422e&vjs=3,965f9e5b5f044e77d4054207487ee609
423,Data Scientist/Business Analyst,"Gritter Francona, Inc.","Washington, DC",1,"            Integral part of the Operations & Maintenance O&M team. Serves as Data Science Consultant key to leading requirements/design with new client, determining the…",https://www.indeed.com/rc/clk?jk=f9083622bd103e3d&fccid=6f39443632d7784f&vjs=3,55b3b43ec3eed5d83c277636817bb41c
424,Customer Aligned Data Scientist,Equifax,"Alpharetta, GA",1,"            Through our data analytics, customer insights, custom modeling, and consulting services we deliver the analytics and insights companies need to enhance their…",https://www.indeed.com/rc/clk?jk=dabdae9b3b12a46b&fccid=34c446722f3cf576&vjs=3,7191ee751511275cef834196763fc166
425,Data Scientist,Informa,"Fort Lauderdale, FL",1,"            Using enterprise level reporting and analytics tools, the Global Reporting & Analytics team provides value add deliverables, as well as training to self-service…",https://www.indeed.com/rc/clk?jk=0f2bfbee8174c464&fccid=8bae0fba3b920ea8&vjs=3,25a9370c4d5cebe2760b0c77276a1513
426,Data Scientist,Natera,"Portland, OR",1,"            All qualified applicants are encouraged to apply, and will be considered without regard to race, color, religion, gender, gender identity or expression, sexual…",https://www.indeed.com/rc/clk?jk=52fa6cb3e1d843a7&fccid=76d4cf3f28c81122&vjs=3,2b2b658db776078c3993bac45118ac03
